eps,min_samples,ari,nmi,silhouette,combined_score,n_clusters,noise_ratio
0.2761610746383667,5,0.5026215559425485,0.7399385515594711,0.5911507,0.6152541832100059,3,0.0004701457451810061
0.2761610746383667,7,0.5026215559425485,0.7399385515594711,0.5911507,0.6152541832100059,3,0.0004701457451810061
0.2761610746383667,9,0.5026215559425485,0.7399385515594711,0.5911507,0.6152541832100059,3,0.0004701457451810061
0.2761610746383667,11,0.5026215559425485,0.7399385515594711,0.5911507,0.6152541832100059,3,0.0004701457451810061
0.2761610746383667,13,0.5026215559425485,0.7399385515594711,0.5911507,0.6152541832100059,3,0.0004701457451810061
0.32218792041142785,3,0.5023699242723089,0.7388444635662829,0.59062874,0.614611503769775,3,0.0
0.32218792041142785,5,0.5023699242723089,0.7388444635662829,0.59062874,0.614611503769775,3,0.0
0.32218792041142785,7,0.5023699242723089,0.7388444635662829,0.59062874,0.614611503769775,3,0.0
0.32218792041142785,9,0.5023699242723089,0.7388444635662829,0.59062874,0.614611503769775,3,0.0
0.32218792041142785,11,0.5023699242723089,0.7388444635662829,0.59062874,0.614611503769775,3,0.0
0.32218792041142785,13,0.5023699242723089,0.7388444635662829,0.59062874,0.614611503769775,3,0.0
0.36821476618448895,3,0.25489694896403836,0.510961278473177,0.4133257,0.389008430411608,2,0.0
0.36821476618448895,5,0.25489694896403836,0.510961278473177,0.4133257,0.389008430411608,2,0.0
0.36821476618448895,7,0.25489694896403836,0.510961278473177,0.4133257,0.389008430411608,2,0.0
0.36821476618448895,9,0.25489694896403836,0.510961278473177,0.4133257,0.389008430411608,2,0.0
0.36821476618448895,11,0.25489694896403836,0.510961278473177,0.4133257,0.389008430411608,2,0.0
0.36821476618448895,13,0.25489694896403836,0.510961278473177,0.4133257,0.389008430411608,2,0.0
0.41424161195755005,3,0.25489694896403836,0.510961278473177,0.4133257,0.389008430411608,2,0.0
0.41424161195755005,5,0.25489694896403836,0.510961278473177,0.4133257,0.389008430411608,2,0.0
0.41424161195755005,7,0.25489694896403836,0.510961278473177,0.4133257,0.389008430411608,2,0.0
0.41424161195755005,9,0.25489694896403836,0.510961278473177,0.4133257,0.389008430411608,2,0.0
0.41424161195755005,11,0.25489694896403836,0.510961278473177,0.4133257,0.389008430411608,2,0.0
0.41424161195755005,13,0.25489694896403836,0.510961278473177,0.4133257,0.389008430411608,2,0.0
0.4602684577306112,3,0.25489694896403836,0.510961278473177,0.4133257,0.389008430411608,2,0.0
0.4602684577306112,5,0.25489694896403836,0.510961278473177,0.4133257,0.389008430411608,2,0.0
0.4602684577306112,7,0.25489694896403836,0.510961278473177,0.4133257,0.389008430411608,2,0.0
0.4602684577306112,9,0.25489694896403836,0.510961278473177,0.4133257,0.389008430411608,2,0.0
0.4602684577306112,11,0.25489694896403836,0.510961278473177,0.4133257,0.389008430411608,2,0.0
0.4602684577306112,13,0.25489694896403836,0.510961278473177,0.4133257,0.389008430411608,2,0.0
0.5062953035036724,3,0.25489694896403836,0.510961278473177,0.4133257,0.389008430411608,2,0.0
0.5062953035036724,5,0.25489694896403836,0.510961278473177,0.4133257,0.389008430411608,2,0.0
0.5062953035036724,7,0.25489694896403836,0.510961278473177,0.4133257,0.389008430411608,2,0.0
0.5062953035036724,9,0.25489694896403836,0.510961278473177,0.4133257,0.389008430411608,2,0.0
0.5062953035036724,11,0.25489694896403836,0.510961278473177,0.4133257,0.389008430411608,2,0.0
0.5062953035036724,13,0.25489694896403836,0.510961278473177,0.4133257,0.389008430411608,2,0.0
0.5523221492767334,3,0.25489694896403836,0.510961278473177,0.4133257,0.389008430411608,2,0.0
0.5523221492767334,5,0.25489694896403836,0.510961278473177,0.4133257,0.389008430411608,2,0.0
0.5523221492767334,7,0.25489694896403836,0.510961278473177,0.4133257,0.389008430411608,2,0.0
0.5523221492767334,9,0.25489694896403836,0.510961278473177,0.4133257,0.389008430411608,2,0.0
0.5523221492767334,11,0.25489694896403836,0.510961278473177,0.4133257,0.389008430411608,2,0.0
0.5523221492767334,13,0.25489694896403836,0.510961278473177,0.4133257,0.389008430411608,2,0.0
